account_rewards,date
-214.29386999993585,2022-07-27
-6184.295080000069,2022-07-28
3796.353740000166,2022-07-29
-3208.9319000001997,2022-08-01
-2809.0345799999777,2022-08-02
3834.488859999925,2022-08-03
190.33232999988832,2022-08-04
-1988.1521799999755,2022-08-05
-1516.2079799999483,2022-08-08
-5375.5823000001255,2022-08-09
5124.8898000000045,2022-08-10
-143.79558999999426,2022-08-11
-545.2097300000023,2022-08-12
1011.253500000108,2022-08-15
5791.206599999918,2022-08-16
-2461.562889999943,2022-08-17
-3823.34328999999,2022-08-18
569.4252499998547,2022-08-19
-3154.2799199998844,2022-08-22
-8260.972169999732,2022-08-23
2434.6993100000545,2022-08-24
3978.6659499998204,2022-08-25
-6698.856440000003,2022-08-26
-2013.5281700000633,2022-08-29
-5366.870940000052,2022-08-30
-4378.953290000092,2022-08-31
-4767.532610000344,2022-09-01
-7859.153709999984,2022-09-02
3740.395970000187,2022-09-05
2505.383929999778,2022-09-06
-2351.3173199999146,2022-09-07
2762.6082399999723,2022-09-08
4675.043120000279,2022-09-09
-4458.486150000012,2022-09-13
-4635.6314700001385,2022-09-14
-4453.004450000124,2022-09-15
2321.646330000134,2022-09-16
2208.0590599996503,2022-09-19
-1523.802670000121,2022-09-20
-2408.384989999933,2022-09-21
-1676.400410000002,2022-09-22
1774.34001000016,2022-09-23
3314.350850000046,2022-09-26
-4384.467130000237,2022-09-27
-390.4498000002932,2022-09-28
-6621.889180000173,2022-09-29
-4886.811890000012,2022-09-30
925.6047700000927,2022-10-10
4702.989320000168,2022-10-11
-3025.765180000104,2022-10-12
4926.922999999952,2022-10-13
-890.6481800000183,2022-10-14
4375.069109999808,2022-10-17
-4717.1349100000225,2022-10-18
-2488.4172600000165,2022-10-19
119.12314000003971,2022-10-20
-9429.445970000234,2022-10-21
260.2630900000222,2022-10-24
544.486719999928,2022-10-25
-5268.883930000011,2022-10-26
-7994.273879999993,2022-10-27
1152.1144600000698,2022-10-28
