account_value,date,daily_return
1320547.70765,2021-10-19,
1337885.66064,2021-10-20,0.013129365103252466
1375398.6407199998,2021-10-21,0.02803900302067297
1367020.3265599997,2021-10-22,-0.0060915533227619
1404519.32588,2021-10-25,0.02743119366364022
1425077.95247,2021-10-26,0.014637482170007932
1415424.5426699999,2021-10-27,-0.006773952107860692
1377844.8635099998,2021-10-28,-0.02655011131085183
1363702.4584599999,2021-10-29,-0.010264149052290783
1334201.1509399998,2021-11-01,-0.021633243628023657
1337548.3862299998,2021-11-02,0.002508793586065927
1334904.25143,2021-11-03,-0.0019768516991394147
1359062.0945499998,2021-11-04,0.01809706059001681
1355497.9788499998,2021-11-05,-0.002622481867673665
1376014.38334,2021-11-08,0.015135695375515068
1359244.2229199999,2021-11-09,-0.012187489188371647
1341096.3756799998,2021-11-10,-0.013351424956593805
1355677.0728799999,2021-11-11,0.010872221761547118
1363122.0597899999,2021-11-12,0.005491711159637536
1356751.27275,2021-11-15,-0.004673673200609296
1336959.41105,2021-11-16,-0.014587686112786047
1357166.2983,2021-11-17,0.015114061865296291
1356924.0684,2021-11-18,-0.0001784821066536102
1361237.92306,2021-11-19,0.0031791422677662773
1389022.27599,2021-11-22,0.020411092329504
1388951.1581899999,2021-11-23,-5.1199898827736234e-05
1399658.87586,2021-11-24,0.007709211088425816
1394222.40441,2021-11-25,-0.0038841403028717636
1398111.06281,2021-11-26,0.002789123448095454
1398208.9801299998,2021-11-29,7.00354375302581e-05
1386440.93127,2021-11-30,-0.008416516434407106
1383525.7196799999,2021-12-01,-0.0021026583421263068
1400501.46991,2021-12-02,0.01226992023966611
1398389.3105199998,2021-12-03,-0.0015081450718762435
1389541.18289,2021-12-06,-0.0063273707567955695
1377396.1155199998,2021-12-07,-0.008740343589342725
1387374.94829,2021-12-08,0.0072447080818380805
1407311.2660599998,2021-12-09,0.014369812424948503
1403439.0902999998,2021-12-10,-0.002751470732441974
1405613.6772399999,2021-12-13,0.0015494701230924779
1382442.39034,2021-12-14,-0.01648481889099007
1369152.0242400002,2021-12-15,-0.009613685310048359
1380915.7481,2021-12-16,0.008591977845944232
1357030.61424,2021-12-17,-0.017296590246626886
1343631.94319,2021-12-20,-0.009873521576743371
1346162.97546,2021-12-21,0.0018837243955298622
1342219.4285999998,2021-12-22,-0.0029294720861363643
1351643.06923,2021-12-23,0.007020938923399056
1342110.46943,2021-12-24,-0.007052601398260028
1339038.6408900002,2021-12-27,-0.002288804543268741
1345018.32567,2021-12-28,0.004465655133017998
1328673.4954699997,2021-12-29,-0.01215212453842085
1340455.6816699998,2021-12-30,0.00886763094181564
1340526.00435,2021-12-31,5.246177174056399e-05
1342527.2049699998,2022-01-04,0.0014928472953943395
1330423.2882700001,2022-01-05,-0.009015770149901847
1312613.8136699998,2022-01-06,-0.013386322050299215
1313197.8198199999,2022-01-07,0.00044491848548133817
1311092.45725,2022-01-10,-0.0016032333729342207
1300732.2304,2022-01-11,-0.007901980362033711
1306131.9604900002,2022-01-12,0.004151300293635085
1287767.7468800002,2022-01-13,-0.0140599986567288
1275053.30768,2022-01-14,-0.009873239356090968
