account_value,date,daily_return
1316628.1093099997,2021-07-13,
1243359.1353099996,2021-07-14,-0.05564895165302064
1239103.0563099994,2021-07-15,-0.003423048803143258
1202828.6233099992,2021-07-16,-0.029274750647475645
1206620.1043099994,2021-07-19,0.0031521373257368257
1213339.5523099995,2021-07-20,0.005568818202181802
1258359.8493099995,2021-07-21,0.03710445020463471
1280020.1933099995,2021-07-22,0.01721315568982673
1290513.2793099994,2021-07-23,0.008197594112063111
1258324.5503099994,2021-07-26,-0.024942578674750582
1223380.1993099994,2021-07-27,-0.027770539000761874
1219527.9223099994,2021-07-28,-0.0031488796387032503
1279792.1273099994,2021-07-29,0.04941601081658642
1300196.5463099992,2021-07-30,0.015943541583497645
1364665.4153099994,2021-08-02,0.04958394112256714
1335088.703309999,2021-08-03,-0.021673233356823696
1394189.5003099993,2021-08-04,0.04426731860847566
1384113.6623099993,2021-08-05,-0.007227021863067784
1386354.0853099995,2021-08-06,0.0016186698108744402
1377352.8163099994,2021-08-09,-0.006492763353445397
1369088.8713099994,2021-08-10,-0.005999875196930016
1368896.9243099992,2021-08-11,-0.00014020054068253351
1366281.6983099994,2021-08-12,-0.0019104623244865504
1357301.5303099994,2021-08-13,-0.006572706061354627
1329272.2903099994,2021-08-16,-0.02065070979003336
1306571.8703099994,2021-08-17,-0.01707732882531232
1314418.8463099995,2021-08-18,0.006005774483831772
1320528.3873099997,2021-08-19,0.004648092970632289
1316845.8583099996,2021-08-20,-0.0027886784073620774
1351011.3434099997,2021-08-23,0.025944938721869093
1352970.4784099995,2021-08-24,0.0014501247599112421
1345676.0034099997,2021-08-25,-0.005391451710441086
1337515.8074099997,2021-08-26,-0.006064012421505449
1343081.5044099996,2021-08-27,0.004161219605155475
1377956.8334099995,2021-08-30,0.025966651231132953
1409235.2254099995,2021-08-31,0.022699108739564933
1390762.1274099995,2021-09-01,-0.013108597959311963
1400243.5024099997,2021-09-02,0.006817395162792783
1362373.3204099997,2021-09-03,-0.027045425981138682
1381115.4544099998,2021-09-06,0.01375697374516971
1419439.2814099998,2021-09-07,0.02774846004193887
1405050.4234099998,2021-09-08,-0.010137001412069413
1438744.3734099998,2021-09-09,0.023980598445873635
1452806.2414099998,2021-09-10,0.009773708422345928
1430625.5184099998,2021-09-13,-0.01526750255317788
1424448.74241,2021-09-14,-0.0043175351764064285
1406965.1054099998,2021-09-15,-0.01227396710001638
1371323.2174099998,2021-09-16,-0.02533246053008098
1334288.6354099999,2021-09-17,-0.02700645736163254
1324392.2134099999,2021-09-22,-0.007417002391659433
1353142.29341,2021-09-23,0.021708131253637797
1339664.18541,2021-09-24,-0.009960599166577211
1295035.52341,2021-09-27,-0.03331332022311362
1291586.0994099998,2021-09-28,-0.002663574811382241
1237139.1594099998,2021-09-29,-0.04215509908698423
1256265.19341,2021-09-30,0.015459888933692545
1278043.73765,2021-10-08,0.017335944953536853
1309714.2476499998,2021-10-11,0.024780458654907855
1283359.84765,2021-10-12,-0.020122251893714416
1310145.48765,2021-10-13,0.020871496057047523
1316465.35765,2021-10-14,0.004823792517375969
1323168.8176499999,2021-10-15,0.005092013975944054
1323439.7376499998,2021-10-18,0.00020475089526450496
