account_rewards,date
8608.66466000001,2022-01-17
-7791.8529200002085,2022-01-18
15056.100499999942,2022-01-19
-13794.174489999888,2022-01-20
2642.2452799999155,2022-01-21
-27684.918910000008,2022-01-24
7332.212000000291,2022-01-25
-22802.322000000393,2022-01-26
-23955.6749499999,2022-01-27
31077.802399999928,2022-01-28
12339.349030000158,2022-02-07
9893.311939999927,2022-02-08
4419.966000000015,2022-02-09
11794.533559999894,2022-02-10
-20194.88996000006,2022-02-11
-1914.7045899999794,2022-02-14
9600.694959999993,2022-02-15
3360.977150000166,2022-02-16
4198.531320000067,2022-02-17
-5969.864420000231,2022-02-18
-16106.227909999667,2022-02-21
14075.542799999937,2022-02-22
-25188.09160000016,2022-02-23
416.10298999981023,2022-02-24
-8548.384359999793,2022-02-25
23638.33942000009,2022-02-28
-12304.2063399998,2022-03-01
-13312.832850000355,2022-03-02
-18880.878229999682,2022-03-03
-36634.28293000022,2022-03-04
-34564.28611999983,2022-03-07
-22340.860240000067,2022-03-08
13227.128860000055,2022-03-09
-5130.167890000157,2022-03-10
-27202.542119999882,2022-03-11
-57793.614569999976,2022-03-14
49879.99787999969,2022-03-15
28669.3422300003,2022-03-16
8276.373290000018,2022-03-17
-20394.428640000056,2022-03-18
4993.2666399998125,2022-03-21
4579.665540000191,2022-03-22
-11069.386810000055,2022-03-23
-7212.171439999947,2022-03-24
-2013.8498200001195,2022-03-25
145.01481000008062,2022-03-28
28435.40720999986,2022-03-29
-3546.899999999907,2022-03-30
9249.69778999989,2022-03-31
-8957.384169999976,2022-04-01
-22552.534629999893,2022-04-06
1783.9984299999196,2022-04-07
-37055.240160000045,2022-04-08
15713.518080000067,2022-04-11
-11403.0200499997,2022-04-12
10050.654439999955,2022-04-13
23868.122709999792,2022-04-14
-24910.34704000014,2022-04-15
-15117.730699999724,2022-04-18
-19589.987920000218,2022-04-19
-8207.710719999974,2022-04-20
9479.05950000009,2022-04-21
