date,000001.SZ,000725.SZ,000768.SZ,000858.SZ,002008.SZ,002304.SZ,002594.SZ,600016.SH,600036.SH,600104.SH,600111.SH,600660.SH,601601.SH,601628.SH,601788.SH
2021-07-13,0,100,100,0,100,0,-100,-100,-100,-100,100,100,100,0,100
2021-07-14,0,100,100,0,-100,0,-100,-100,-100,-100,100,100,100,0,100
2021-07-15,0,100,100,0,0,0,-100,-100,-100,-100,100,100,100,0,100
2021-07-16,0,100,100,0,0,0,-100,-100,-100,-100,100,100,100,0,100
2021-07-19,0,100,100,0,0,0,-100,-100,-100,-100,100,100,100,0,100
2021-07-20,0,100,100,0,0,0,-100,-100,-100,-100,100,100,100,0,100
2021-07-21,0,100,100,0,0,0,-100,-100,-100,-100,100,100,100,0,100
2021-07-22,0,100,100,0,0,0,-100,-100,-100,-100,100,100,100,0,100
2021-07-23,0,100,100,0,0,0,-100,-100,-100,-100,100,100,100,0,100
2021-07-26,0,100,100,0,0,0,-100,-100,-100,-100,100,100,100,0,100
2021-07-27,0,100,100,0,0,0,-100,-100,-100,-100,100,100,100,0,100
2021-07-28,0,100,100,0,0,0,-100,-100,-100,-100,100,100,100,0,100
2021-07-29,0,100,100,0,0,0,-100,-100,-100,-100,100,100,100,0,100
2021-07-30,0,100,100,0,0,0,-100,-100,-100,-100,100,100,100,0,100
2021-08-02,0,100,100,0,0,0,-100,-100,-100,-100,100,100,100,0,100
2021-08-03,0,100,100,0,0,0,-100,-100,-100,-100,100,100,100,0,100
2021-08-04,0,100,100,0,0,0,-100,-100,-100,-100,100,100,100,0,100
2021-08-05,0,100,100,0,0,0,-100,-100,-100,-100,100,100,100,0,100
2021-08-06,0,100,100,0,0,0,-100,-100,-100,-100,100,100,100,0,100
2021-08-09,0,100,100,0,0,0,-100,-100,-100,-100,100,100,100,0,100
2021-08-10,0,100,100,0,0,0,-100,-100,-100,-100,100,100,100,0,100
2021-08-11,0,100,100,0,0,0,-100,-100,-100,-100,100,100,100,0,100
2021-08-12,0,100,100,0,0,0,-100,-100,-100,-100,100,100,100,0,100
2021-08-13,0,100,100,0,0,0,-100,-100,-100,-100,100,100,100,0,100
2021-08-16,0,100,100,0,0,0,-100,-100,-100,-100,100,100,100,0,100
2021-08-17,0,100,100,0,0,0,-100,-100,-100,-100,100,100,100,0,100
2021-08-18,0,100,100,0,0,0,-100,-100,-100,-100,100,100,100,0,100
2021-08-19,0,100,100,0,0,0,-100,-100,-100,-100,100,100,100,0,100
2021-08-20,0,100,100,0,0,0,-10,-100,-100,-100,100,100,100,0,100
2021-08-23,0,100,100,0,0,0,0,0,0,0,100,100,100,0,100
2021-08-24,0,100,100,0,0,0,0,0,0,0,100,100,100,0,100
2021-08-25,0,100,100,0,0,0,0,0,0,0,100,100,100,0,100
2021-08-26,0,100,100,0,0,0,0,0,0,0,100,100,100,0,100
2021-08-27,0,100,100,0,0,0,0,0,0,0,100,100,100,0,100
2021-08-30,0,100,100,0,0,0,0,0,0,0,100,100,100,0,100
2021-08-31,0,100,100,0,0,0,0,0,0,0,100,100,100,0,100
2021-09-01,0,100,100,0,0,0,0,0,0,0,100,100,100,0,100
2021-09-02,0,100,100,0,0,0,0,0,0,0,100,100,100,0,100
2021-09-03,0,100,100,0,0,0,0,0,0,0,100,100,100,0,100
2021-09-06,0,100,100,0,0,0,0,0,0,0,100,100,100,0,100
2021-09-07,0,100,100,0,0,0,0,0,0,0,100,100,100,0,100
2021-09-08,0,100,100,0,0,0,0,0,0,0,100,100,100,0,100
2021-09-09,0,100,100,0,0,0,0,0,0,0,100,100,100,0,100
2021-09-10,0,100,100,0,0,0,0,0,0,0,100,100,100,0,100
2021-09-13,0,100,100,0,0,0,0,0,0,0,100,100,100,0,100
2021-09-14,0,100,100,0,0,0,0,0,0,0,100,100,100,0,100
2021-09-15,0,100,100,0,0,0,0,0,0,0,100,100,100,0,100
2021-09-16,0,100,100,0,0,0,0,0,0,0,100,100,100,0,100
2021-09-17,0,100,100,0,0,0,0,0,0,0,100,100,100,0,100
2021-09-22,0,100,100,0,0,0,0,0,0,0,100,100,100,0,100
2021-09-23,0,100,100,0,0,0,0,0,0,0,100,100,100,0,100
2021-09-24,0,100,100,0,0,0,0,0,0,0,100,100,100,0,100
2021-09-27,0,100,100,0,0,0,0,0,0,0,100,100,100,0,100
2021-09-28,0,100,100,0,0,0,0,0,0,0,100,100,100,0,100
2021-09-29,0,100,100,0,0,0,0,0,0,0,100,100,100,0,100
2021-09-30,0,2,0,0,0,0,0,0,0,0,0,0,69,0,100
2021-10-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
