account_value,date,daily_return
1000000.0,2021-04-09,
999373.121,2021-04-12,-0.0006268789999999136
999204.8339999999,2021-04-13,-0.00016839256176082174
1001654.6139999998,2021-04-14,0.002451729531964819
999151.566,2021-04-15,-0.0024989132631298983
1000102.1349999999,2021-04-16,0.0009513761798978226
1011581.5069999999,2021-04-19,0.011478199674076262
1007484.9599999998,2021-04-20,-0.0040496459965435605
1004984.993,2021-04-21,-0.002481393866167303
1004994.3339999999,2021-04-22,9.29466615429142e-06
1005888.6699999998,2021-04-23,0.0008898915842046051
1003003.9129999997,2021-04-26,-0.0028678690654703187
1001108.4149999997,2021-04-27,-0.0018898211417047728
1002594.0719999996,2021-04-28,0.0014840120987293925
1000976.6119999996,2021-04-29,-0.001613275048368723
992631.2649999997,2021-04-30,-0.008337204785759722
977540.4719999997,2021-05-06,-0.015202818541082297
965980.6199999996,2021-05-07,-0.011825445934068757
974335.4459999996,2021-05-10,0.008649061717200812
968069.8059999996,2021-05-11,-0.00643068054818563
985596.4939999995,2021-05-12,0.01810477704331981
967124.3039999995,2021-05-13,-0.01874214256285689
989200.9919999994,2021-05-14,0.022827146323064484
1010671.6749999995,2021-05-17,0.021705076292523717
1008764.4229999995,2021-05-18,-0.0018871133397500017
1043279.2489999995,2021-05-19,0.03421495169046018
1041552.6929999995,2021-05-20,-0.0016549317947758269
1033983.2019999995,2021-05-21,-0.007267506532192325
1031930.9899999994,2021-05-24,-0.001984763384966559
1060257.0093099994,2021-05-25,0.0274495286840839
1063425.4893099994,2021-05-26,0.0029884075013679734
1065888.7993099994,2021-05-27,0.002316391721622457
1080979.2093099994,2021-05-28,0.014157583802145934
1076315.7493099994,2021-05-31,-0.004314107024293912
1097819.0293099994,2021-06-01,0.01997859830053139
1087797.8993099995,2021-06-02,-0.009128216702800618
1079013.7293099994,2021-06-03,-0.008075185662311024
1107939.6693099993,2021-06-04,0.02680775898792076
1106952.6793099996,2021-06-07,-0.0008908337045233639
1141159.0893099995,2021-06-08,0.030901420304002336
1144217.3293099995,2021-06-09,0.002679941849167644
1174631.3893099995,2021-06-10,0.026580667169532113
1212720.5493099997,2021-06-11,0.03242647893342476
1220364.3793099993,2021-06-15,0.006303043190245772
1149033.3293099995,2021-06-16,-0.058450616233432506
1205482.3293099995,2021-06-17,0.0491273826094305
1248526.4093099996,2021-06-18,0.03570693568327776
1244777.8493099995,2021-06-21,-0.0030023874321342126
1242870.8893099995,2021-06-22,-0.00153196813476153
1259288.4293099996,2021-06-23,0.013209368842096225
1259432.8393099993,2021-06-24,0.00011467587300773019
1263628.8393099995,2021-06-25,0.0033316584013316497
1279821.2193099994,2021-06-28,0.012814189971195766
1271133.5393099994,2021-06-29,-0.006788198124019096
1262549.3893099995,2021-06-30,-0.0067531457038413345
1220185.4993099994,2021-07-01,-0.03355424378538774
1215590.2193099996,2021-07-02,-0.0037660503280840807
1247210.4893099996,2021-07-05,0.02601227740870482
1255090.0293099994,2021-07-06,0.006317730701863367
1280022.0993099995,2021-07-07,0.019864766206219242
1261559.0093099994,2021-07-08,-0.014424040030209362
1261347.7793099994,2021-07-09,-0.00016743568746380166
1321089.2293099994,2021-07-12,0.0473631864105557
