ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
000001.SH,20100312,3013.412,3051.474,3057.519,3011.972,3051.282,-37.87,-1.2411,71418912.0,84352943.94
000001.SH,20100315,2976.939,3010.722,3013.517,2963.494,3013.412,-36.473,-1.2104,63749768.0,74779819.309
000001.SH,20100316,2992.841,2974.487,2993.843,2963.438,2976.939,15.902,0.5342,59627991.0,69931647.603
000001.SH,20100317,3050.479,2999.815,3050.757,2994.893,2992.841,57.638,1.9259,87085699.0,105010317.229
000001.SH,20100318,3046.089,3053.158,3063.586,3035.019,3050.479,-4.39,-0.1439,91379124.0,108541262.602
000001.SH,20100319,3067.75,3046.749,3069.662,3031.023,3046.089,21.661,0.7111,88481189.0,103212258.498
000001.SH,20100322,3074.576,3069.66,3083.345,3061.759,3067.75,6.826,0.2225,96499411.0,113438657.97
000001.SH,20100323,3053.125,3076.957,3082.965,3051.211,3074.576,-21.451,-0.6977,92867190.0,108718260.88
000001.SH,20100324,3056.808,3058.928,3076.749,3052.213,3053.125,3.683,0.1206,89266365.0,103520051.664
000001.SH,20100325,3019.176,3051.356,3051.356,3012.308,3056.808,-37.632,-1.2311,90190542.0,105285006.8423
000001.SH,20100326,3059.715,3017.215,3067.707,3009.905,3019.176,40.539,1.3427,93077716.0,108957224.524
000001.SH,20100329,3123.798,3076.048,3130.279,3071.69,3059.715,64.083,2.0944,131895114.0,155187158.1434
000001.SH,20100330,3128.468,3123.832,3132.576,3113.767,3123.798,4.67,0.1495,102431515.0,125184598.68
000001.SH,20100331,3109.105,3129.574,3130.112,3101.756,3128.468,-19.363,-0.6189,101143351.0,122804448.409
000001.SH,20100401,3147.416,3111.935,3148.344,3111.935,3109.105,38.311,1.2322,126779213.0,154014263.544
000001.SH,20100402,3157.957,3154.77,3159.598,3141.866,3147.416,10.541,0.3349,122789383.0,150050854.7934
000001.SH,20100406,3158.681,3170.612,3177.968,3141.93,3157.957,0.724,0.0229,116814703.0,144082622.107
000001.SH,20100407,3148.222,3156.314,3161.081,3132.236,3158.681,-10.459,-0.3311,103521570.0,126771627.756
000001.SH,20100408,3118.709,3143.451,3143.827,3110.256,3148.222,-29.513,-0.9374,114643389.0,142179596.675
000001.SH,20100409,3145.347,3118.926,3146.459,3114.788,3118.709,26.638,0.8541,105425960.0,134094153.792
000001.SH,20100412,3129.263,3151.888,3156.211,3111.899,3145.347,-16.084,-0.5114,137962701.0,175003844.8283
000001.SH,20100413,3161.251,3129.692,3173.634,3101.483,3129.263,31.988,1.0222,143982040.0,184689462.068
000001.SH,20100414,3166.183,3161.551,3167.658,3145.555,3161.251,4.932,0.156,106435847.0,137919385.514
000001.SH,20100415,3164.966,3168.139,3181.663,3135.99,3166.183,-1.217,-0.0384,106263908.0,136812954.005
000001.SH,20100416,3130.302,3159.672,3159.672,3121.366,3164.966,-34.664,-1.0952,80934918.0,102904446.773
000001.SH,20100419,2980.297,3096.785,3096.785,2977.774,3130.302,-150.005,-4.792,129360505.0,156394431.347
000001.SH,20100420,2979.533,2980.081,2998.913,2941.35,2980.297,-0.764,-0.0256,101732249.0,124783817.742
000001.SH,20100421,3033.278,2984.618,3034.327,2972.096,2979.533,53.745,1.8038,116308514.0,146027651.593
000001.SH,20100422,2999.484,3021.289,3023.641,2978.457,3033.278,-33.794,-1.1141,121726664.0,153337726.573
000001.SH,20100423,2983.537,2995.568,3015.633,2966.785,2999.484,-15.947,-0.5317,103518713.0,135881395.938
000001.SH,20100426,2969.503,2988.077,2996.828,2965.832,2983.537,-14.034,-0.4704,89146675.0,116254419.534
000001.SH,20100427,2907.928,2962.145,2962.145,2866.342,2969.503,-61.575,-2.0736,108271273.0,131158554.73
000001.SH,20100428,2900.331,2883.167,2916.676,2865.469,2907.928,-7.597,-0.2613,83749411.0,104850717.861
000001.SH,20100429,2868.432,2912.196,2928.93,2867.938,2900.331,-31.899,-1.0998,89344434.0,112206328.594
000001.SH,20100430,2870.611,2867.649,2875.806,2820.949,2868.432,2.179,0.076,88734444.0,105989977.974
000001.SH,20100504,2835.277,2821.354,2862.555,2809.132,2870.611,-35.334,-1.2309,66079844.0,78762912.1
000001.SH,20100505,2857.151,2804.514,2857.293,2770.328,2835.277,21.874,0.7715,95340578.0,114155797.825
000001.SH,20100506,2739.702,2838.951,2838.951,2734.999,2857.151,-117.449,-4.1107,92649316.0,113201237.644
000001.SH,20100507,2688.383,2685.992,2732.183,2665.812,2739.702,-51.319,-1.8732,92026260.0,108502459.5909
000001.SH,20100510,2698.757,2690.859,2713.061,2646.589,2688.383,10.374,0.3859,81854050.0,95439351.165
000001.SH,20100511,2647.574,2745.604,2751.07,2638.533,2698.757,-51.183,-1.8965,87897107.0,100980560.603
000001.SH,20100512,2655.714,2628.019,2668.118,2604.198,2647.574,8.14,0.3075,82544160.0,90582042.0843
000001.SH,20100513,2710.507,2653.579,2711.066,2646.896,2655.714,54.793,2.0632,83077733.0,90736116.1339
000001.SH,20100514,2696.629,2692.096,2712.863,2677.19,2710.507,-13.878,-0.512,73368024.0,82576727.206
000001.SH,20100517,2559.931,2663.882,2663.882,2557.239,2696.629,-136.698,-5.0692,82648326.0,88207607.273
000001.SH,20100518,2594.783,2555.141,2603.32,2529.625,2559.931,34.852,1.3614,82792386.0,84659769.22
000001.SH,20100519,2587.807,2581.63,2623.959,2554.984,2594.783,-6.976,-0.2688,71372186.0,76631733.602
000001.SH,20100520,2555.94,2571.54,2609.639,2551.452,2587.807,-31.867,-1.2314,66390044.0,71961660.6705
000001.SH,20100521,2583.522,2492.575,2584.452,2481.974,2555.94,27.582,1.0791,83856090.0,86998295.724
000001.SH,20100524,2673.423,2596.318,2680.493,2596.318,2583.522,89.901,3.4798,112497272.0,121771226.188
000001.SH,20100525,2622.63,2654.359,2659.74,2609.086,2673.423,-50.793,-1.8999,93269050.0,101697412.562
000001.SH,20100526,2625.793,2620.853,2644.941,2610.51,2622.63,3.163,0.1206,68710464.0,75202475.317
000001.SH,20100527,2655.918,2615.105,2662.081,2583.548,2625.793,30.125,1.1473,87883569.0,96516279.2062
000001.SH,20100528,2655.767,2680.403,2686.542,2641.405,2655.918,-0.151,-0.0057,86947998.0,98648768.129
000001.SH,20100531,2592.147,2647.868,2665.39,2591.535,2655.767,-63.62,-2.3955,78743882.0,87203750.75
000001.SH,20100601,2568.283,2577.763,2598.897,2534.267,2592.147,-23.864,-0.9206,74666113.0,79814661.764
000001.SH,20100602,2571.423,2548.542,2572.343,2521.057,2568.283,3.14,0.1223,64866634.0,69692518.811
000001.SH,20100603,2552.656,2575.77,2596.137,2551.529,2571.423,-18.767,-0.7298,69502328.0,74462434.053
000001.SH,20100604,2553.593,2536.231,2556.969,2527.873,2552.656,0.937,0.0367,56518495.0,60645956.512
000001.SH,20100607,2511.729,2508.329,2527.104,2491.661,2553.593,-41.864,-1.6394,65697988.0,70153783.99
000001.SH,20100608,2513.947,2510.084,2531.882,2491.647,2511.729,2.218,0.0883,63032468.0,69342653.326
000001.SH,20100609,2583.87,2523.879,2589.473,2501.118,2513.947,69.923,2.7814,96030984.0,102662530.102
000001.SH,20100610,2562.58,2561.549,2581.047,2554.787,2583.87,-21.29,-0.824,74583964.0,80569289.039
000001.SH,20100611,2569.942,2574.899,2590.979,2566.616,2562.58,7.362,0.2873,66519280.0,73920367.266
000001.SH,20100617,2560.245,2588.965,2595.509,2559.723,2569.942,-9.697,-0.3773,54957039.0,61650699.807
000001.SH,20100618,2513.222,2556.602,2568.861,2505.327,2560.245,-47.023,-1.8367,67218453.0,72840913.127
000001.SH,20100621,2586.21,2517.292,2587.34,2504.315,2513.222,72.988,2.9042,78554425.0,81694028.137
000001.SH,20100622,2588.698,2579.631,2598.353,2572.962,2586.21,2.488,0.0962,63681459.0,65898436.607
000001.SH,20100623,2569.872,2576.343,2593.673,2546.52,2588.698,-18.826,-0.7272,58776822.0,61894821.153
000001.SH,20100624,2566.745,2563.639,2586.898,2554.342,2569.872,-3.127,-0.1217,48856571.0,51020728.774
000001.SH,20100625,2552.817,2556.54,2572.832,2534.269,2566.745,-13.928,-0.5426,50078852.0,51687997.768
000001.SH,20100628,2535.278,2550.649,2561.485,2528.385,2552.817,-17.539,-0.687,43203938.0,45257330.899
000001.SH,20100629,2427.053,2534.496,2541.142,2425.927,2535.278,-108.225,-4.2688,73744904.0,71361871.446
000001.SH,20100630,2398.37,2409.542,2411.441,2382.358,2427.053,-28.683,-1.1818,55210569.0,51154351.3444
000001.SH,20100701,2373.792,2393.947,2410.769,2371.778,2398.37,-24.578,-1.0248,49967686.0,46415158.48
000001.SH,20100702,2382.901,2371.323,2386.4,2319.739,2373.792,9.109,0.3837,68329570.0,61545270.262
000001.SH,20100705,2363.947,2358.757,2378.088,2335.571,2382.901,-18.954,-0.7954,47996452.0,42999668.091
000001.SH,20100706,2409.424,2358.284,2409.783,2356.553,2363.947,45.477,1.9238,61364295.0,55618257.3408
000001.SH,20100707,2421.117,2407.665,2421.679,2392.567,2409.424,11.693,0.4853,56110700.0,52493745.444
000001.SH,20100708,2415.15,2429.676,2436.283,2402.002,2421.117,-5.967,-0.2465,54485954.0,50449202.5469
000001.SH,20100709,2470.923,2416.58,2485.6,2398.676,2415.15,55.773,2.3093,85890148.0,81834661.782
000001.SH,20100712,2490.718,2468.541,2501.024,2455.814,2470.923,19.795,0.8011,82922349.0,81580605.523
000001.SH,20100713,2450.286,2468.69,2468.69,2439.243,2490.718,-40.432,-1.6233,66327019.0,63392043.1605
000001.SH,20100714,2470.44,2456.103,2494.589,2456.103,2450.286,20.154,0.8225,72946145.0,70221217.635
000001.SH,20100715,2424.304,2465.989,2487.237,2423.649,2470.44,-46.136,-1.8675,105539239.0,72186340.1639
000001.SH,20100716,2424.271,2414.681,2428.464,2389.071,2424.304,-0.033,-0.0014,70793303.0,55992242.7573
000001.SH,20100719,2475.421,2399.58,2484.194,2392.273,2424.271,51.15,2.1099,88838962.0,79475296.7907
000001.SH,20100720,2528.73,2477.753,2530.331,2477.46,2475.421,53.309,2.1535,118598374.0,111641750.8541
000001.SH,20100721,2535.394,2529.619,2553.452,2520.149,2528.73,6.664,0.2635,114247832.0,105772525.998
000001.SH,20100722,2562.406,2525.976,2563.239,2522.201,2535.394,27.012,1.0654,105934217.0,95754900.5389
000001.SH,20100723,2572.028,2566.851,2579.523,2549.237,2562.406,9.622,0.3755,114373149.0,101168593.466
000001.SH,20100726,2588.683,2576.372,2589.484,2556.466,2572.028,16.655,0.6475,93326486.0,88588775.1588
000001.SH,20100727,2575.368,2581.59,2587.997,2565.636,2588.683,-13.315,-0.5144,86605236.0,85156951.25
000001.SH,20100728,2633.663,2574.322,2636.002,2564.156,2575.368,58.295,2.2636,128979538.0,121947192.665
000001.SH,20100729,2648.116,2635.048,2656.408,2623.944,2633.663,14.453,0.5488,139123605.0,131200311.0882
000001.SH,20100730,2637.503,2642.852,2643.035,2614.732,2648.116,-10.613,-0.4008,94773788.0,94120939.8319
000001.SH,20100802,2672.516,2635.807,2675.762,2633.647,2637.503,35.013,1.3275,112944633.0,110228613.036
000001.SH,20100803,2627.002,2678.791,2681.786,2626.722,2672.516,-45.514,-1.703,127971094.0,130397499.77
000001.SH,20100804,2638.522,2620.499,2638.898,2589.988,2627.002,11.52,0.4385,112123737.0,112845728.863
000001.SH,20100805,2620.757,2636.243,2640.589,2606.622,2638.522,-17.765,-0.6733,113514382.0,115426381.3338
000001.SH,20100806,2658.392,2618.713,2659.412,2598.913,2620.757,37.635,1.436,120927286.0,123369598.864
000001.SH,20100809,2672.533,2656.364,2676.09,2650.397,2658.392,14.141,0.5319,119964750.0,126564688.624
000001.SH,20100810,2595.274,2672.793,2675.313,2594.336,2672.533,-77.259,-2.8909,127010021.0,129567701.182
000001.SH,20100811,2607.497,2587.615,2618.451,2586.018,2595.274,12.223,0.471,86941461.0,88759712.1223
000001.SH,20100812,2575.475,2584.919,2608.761,2570.963,2607.497,-32.022,-1.2281,92675203.0,96005861.114
000001.SH,20100813,2606.7,2576.687,2607.033,2564.838,2575.475,31.225,1.2124,88820450.0,91346885.772
000001.SH,20100816,2661.708,2603.792,2665.314,2596.771,2606.7,55.008,2.1103,125862823.0,130747036.4988
000001.SH,20100817,2671.893,2663.184,2677.57,2654.011,2661.708,10.185,0.3826,122638294.0,128597720.021
000001.SH,20100818,2666.301,2674.501,2687.76,2654.408,2671.893,-5.592,-0.2093,136254348.0,128831042.371
000001.SH,20100819,2687.979,2669.431,2701.93,2659.297,2666.301,21.678,0.813,128441613.0,133233657.249
000001.SH,20100820,2642.307,2677.019,2683.288,2636.908,2687.979,-45.672,-1.6991,116172184.0,119817337.632
000001.SH,20100823,2639.366,2637.82,2656.116,2629.707,2642.307,-2.941,-0.1113,88136539.0,91492887.899
000001.SH,20100824,2650.307,2636.532,2667.171,2614.563,2639.366,10.941,0.4145,107243639.0,106318342.843
000001.SH,20100825,2596.58,2634.95,2645.503,2595.728,2650.307,-53.727,-2.0272,109695828.0,108265742.167
000001.SH,20100826,2603.481,2604.882,2616.962,2590.614,2596.58,6.901,0.2658,80313857.0,81805454.776
000001.SH,20100827,2610.742,2602.501,2613.487,2588.643,2603.481,7.261,0.2789,70466094.0,75183467.794
000001.SH,20100830,2652.664,2622.266,2656.355,2620.19,2610.742,41.922,1.6058,110479525.0,120862400.138
000001.SH,20100831,2638.798,2644.787,2647.253,2626.793,2652.664,-13.866,-0.5227,110890245.0,124753743.788
000001.SH,20100901,2622.882,2641.053,2662.876,2604.487,2638.798,-15.916,-0.6032,127164940.0,138493970.6
000001.SH,20100902,2655.776,2646.893,2659.978,2636.418,2622.882,32.894,1.2541,124076238.0,142065830.978
000001.SH,20100903,2655.394,2658.129,2660.539,2631.851,2655.776,-0.382,-0.0144,129456526.0,145978031.9706
000001.SH,20100906,2696.25,2667.195,2698.601,2664.239,2655.394,40.856,1.5386,144209066.0,160243816.004
000001.SH,20100907,2698.363,2698.218,2704.933,2679.023,2696.25,2.113,0.0784,112231539.0,123619813.535
000001.SH,20100908,2695.291,2687.711,2695.845,2674.321,2698.363,-3.072,-0.1138,113519409.0,130961458.932
000001.SH,20100909,2656.352,2698.638,2698.638,2651.602,2695.291,-38.939,-1.4447,132989434.0,156158833.53
000001.SH,20100910,2663.209,2657.235,2667.837,2628.829,2656.352,6.857,0.2581,113041151.0,134130260.641
000001.SH,20100913,2688.32,2665.655,2696.674,2660.607,2663.209,25.111,0.9429,117918914.0,140796348.382
000001.SH,20100914,2688.522,2694.069,2703.781,2678.974,2688.32,0.202,0.0075,120712410.0,141033358.692
000001.SH,20100915,2652.503,2688.386,2688.49,2645.864,2688.522,-36.019,-1.3397,122039815.0,138474774.688
000001.SH,20100916,2602.465,2646.921,2653.272,2583.337,2652.503,-50.038,-1.8864,118998200.0,128503047.305
000001.SH,20100917,2598.689,2607.551,2615.079,2592.535,2602.465,-3.776,-0.1451,83171357.0,94665866.014
000001.SH,20100920,2588.713,2601.482,2607.347,2573.629,2598.689,-9.976,-0.3839,79469519.0,89768763.349
000001.SH,20100921,2591.55,2593.763,2601.099,2580.177,2588.713,2.837,0.1096,58101406.0,66352718.905
000001.SH,20100927,2627.967,2600.54,2629.045,2597.139,2591.55,36.417,1.4052,76844658.0,90540412.834
000001.SH,20100928,2611.354,2625.326,2625.326,2607.018,2627.967,-16.613,-0.6322,93117430.0,115012769.894
000001.SH,20100929,2610.678,2608.919,2634.124,2603.927,2611.354,-0.676,-0.0259,88618663.0,105883851.592
000001.SH,20100930,2655.658,2599.715,2655.999,2597.597,2610.678,44.98,1.7229,89580361.0,107081515.676
000001.SH,20101008,2738.744,2681.253,2747.805,2677.994,2655.658,83.086,3.1286,135759543.0,167621124.086
000001.SH,20101011,2806.942,2755.026,2823.597,2755.026,2738.744,68.198,2.4901,207535265.0,253469816.331
000001.SH,20101012,2841.407,2795.764,2843.428,2782.341,2806.942,34.465,1.2278,167428327.0,211787463.158
000001.SH,20101013,2861.361,2842.138,2862.035,2826.221,2841.407,19.954,0.7023,185281671.0,228385387.87
000001.SH,20101014,2879.636,2881.552,2919.414,2864.519,2861.361,18.275,0.6387,229461709.0,264686127.446
000001.SH,20101015,2971.16,2863.738,2971.16,2858.216,2879.636,91.524,3.1783,236568558.0,272950778.561
000001.SH,20101018,2955.227,2985.462,3026.099,2944.715,2971.16,-15.933,-0.5363,263316938.0,301231086.926
000001.SH,20101019,3001.853,2949.63,3002.371,2931.91,2955.227,46.626,1.5777,170667828.0,199631322.929
000001.SH,20101020,3003.951,2947.511,3041.151,2942.505,3001.853,2.098,0.0699,207804424.0,262064859.268
000001.SH,20101021,2983.533,3009.225,3018.244,2958.546,3003.951,-20.418,-0.6797,161436141.0,205073033.662
000001.SH,20101022,2975.043,2976.754,2997.624,2954.619,2983.533,-8.49,-0.2846,147079881.0,194901562.538
000001.SH,20101025,3051.419,2979.706,3051.539,2959.298,2975.043,76.376,2.5672,192114243.0,251711409.46
000001.SH,20101026,3041.543,3065.844,3073.384,3017.818,3051.419,-9.876,-0.3237,198778908.0,260361924.704
000001.SH,20101027,2997.048,3031.645,3056.399,2988.871,3041.543,-44.495,-1.4629,176268280.0,230105302.3239
000001.SH,20101028,2992.579,2989.29,3007.013,2969.304,2997.048,-4.469,-0.1491,143537933.0,185681185.122
000001.SH,20101029,2978.835,2993.296,2996.774,2955.48,2992.579,-13.744,-0.4593,147109754.0,194560385.9502
000001.SH,20101101,3054.021,2986.886,3054.05,2986.886,2978.835,75.186,2.524,186243180.0,251047187.658
000001.SH,20101102,3045.434,3061.631,3089.568,3029.324,3054.021,-8.587,-0.2812,224947283.0,306509480.6932
000001.SH,20101103,3030.988,3044.022,3069.066,3017.098,3045.434,-14.446,-0.4743,189848032.0,243967884.5657
000001.SH,20101104,3086.939,3035.366,3087.421,3035.366,3030.988,55.951,1.846,176857096.0,228103070.9539
000001.SH,20101105,3129.497,3129.87,3142.589,3105.921,3086.939,42.558,1.3786,211955803.0,273178387.115
000001.SH,20101108,3159.512,3140.395,3160.699,3124.091,3129.497,30.015,0.9591,205417960.0,259242023.181
000001.SH,20101109,3135.0,3159.019,3159.019,3110.343,3159.512,-24.512,-0.7758,192455746.0,248089377.252
000001.SH,20101110,3115.356,3120.44,3124.256,3093.878,3135.0,-19.644,-0.6266,185052423.0,248976890.9328
000001.SH,20101111,3147.744,3108.511,3186.72,3102.774,3115.356,32.388,1.0396,210274743.0,286984448.9268
000001.SH,20101112,2985.435,3121.922,3150.146,2975.163,3147.744,-162.309,-5.1564,233084958.0,298405913.627
000001.SH,20101115,3014.413,2984.872,3016.131,2939.68,2985.435,28.978,0.9706,153152448.0,197094095.3906
000001.SH,20101116,2894.538,3007.643,3007.643,2885.753,3014.413,-119.875,-3.9767,171089373.0,221674190.365
000001.SH,20101117,2838.857,2852.478,2891.052,2824.121,2894.538,-55.681,-1.9237,123780261.0,158701993.0892
000001.SH,20101118,2865.452,2855.605,2873.696,2827.179,2838.857,26.595,0.9368,102226182.0,127770552.361
000001.SH,20101119,2888.566,2879.655,2888.75,2806.644,2865.452,23.114,0.8066,123778460.0,155775076.597
000001.SH,20101122,2884.371,2861.606,2904.97,2852.774,2888.566,-4.195,-0.1452,127117716.0,162685478.7
000001.SH,20101123,2828.282,2872.172,2872.172,2791.584,2884.371,-56.089,-1.9446,116311956.0,145079505.569
000001.SH,20101124,2859.936,2794.864,2861.485,2794.864,2828.282,31.654,1.1192,116156238.0,147881632.9874
000001.SH,20101125,2898.261,2875.858,2901.675,2856.962,2859.936,38.325,1.3401,131608453.0,167185489.071
000001.SH,20101126,2871.698,2890.287,2894.421,2851.957,2898.261,-26.563,-0.9165,110866191.0,143563927.8548
000001.SH,20101129,2866.356,2861.149,2878.827,2841.795,2871.698,-5.342,-0.186,102452542.0,133972620.547
000001.SH,20101130,2820.181,2863.412,2881.16,2758.924,2866.356,-46.175,-1.6109,139324863.0,173085021.719
000001.SH,20101201,2823.449,2810.543,2834.199,2795.811,2820.181,3.268,0.1159,81263296.0,104257887.0564
000001.SH,20101202,2843.607,2860.464,2870.806,2841.473,2823.449,20.158,0.7139,104195755.0,132216371.807
000001.SH,20101203,2842.431,2846.725,2853.401,2822.743,2843.607,-1.176,-0.0414,83521010.0,105926905.638
000001.SH,20101206,2857.178,2850.382,2871.407,2831.697,2842.431,14.747,0.5188,89773055.0,110832357.331
000001.SH,20101207,2875.861,2843.767,2884.53,2809.11,2857.178,18.683,0.6539,86785497.0,111266697.6839
000001.SH,20101208,2848.546,2868.733,2880.558,2843.94,2875.861,-27.315,-0.9498,86707379.0,110227180.9463
000001.SH,20101209,2810.949,2837.615,2854.7,2808.506,2848.546,-37.597,-1.3199,94622552.0,108747831.204
000001.SH,20101210,2841.04,2798.736,2850.422,2792.522,2810.949,30.091,1.0705,80496108.0,98203063.221
000001.SH,20101213,2922.954,2850.325,2923.774,2847.658,2841.04,81.914,2.8832,128878468.0,159949594.345
000001.SH,20101214,2927.077,2928.3,2933.407,2912.42,2922.954,4.123,0.1411,120944936.0,152967337.117
000001.SH,20101215,2911.414,2927.264,2939.05,2905.649,2927.077,-15.663,-0.5351,109462489.0,143370183.685
000001.SH,20101216,2898.138,2908.865,2921.275,2891.858,2911.414,-13.276,-0.456,87606313.0,109770051.796
000001.SH,20101217,2893.74,2896.77,2898.812,2881.004,2898.138,-4.398,-0.1518,73677136.0,93857086.844
000001.SH,20101220,2852.916,2901.47,2911.561,2804.556,2893.74,-40.824,-1.4108,113755495.0,146605402.0031
000001.SH,20101221,2904.115,2857.589,2908.166,2846.633,2852.916,51.199,1.7946,106825623.0,136465367.5253
000001.SH,20101222,2877.9,2910.731,2917.199,2867.049,2904.115,-26.215,-0.9027,98325557.0,126067397.506
000001.SH,20101223,2855.22,2874.202,2893.711,2849.836,2877.9,-22.68,-0.7881,89002488.0,109372940.6218
000001.SH,20101224,2835.157,2841.346,2853.486,2813.496,2855.22,-20.063,-0.7027,81216848.0,95886756.271
000001.SH,20101227,2781.402,2842.807,2876.811,2774.538,2835.157,-53.755,-1.896,97807278.0,123390148.345
000001.SH,20101228,2732.99,2768.031,2775.149,2730.407,2781.402,-48.412,-1.7406,84332632.0,96990632.639
000001.SH,20101229,2751.527,2735.476,2753.025,2721.479,2732.99,18.537,0.6783,63941278.0,76202882.885
000001.SH,20101230,2759.575,2751.973,2768.126,2724.541,2751.527,8.048,0.2925,73172046.0,86056703.4424
000001.SH,20101231,2808.077,2759.162,2808.926,2758.131,2759.575,48.502,1.7576,83350214.0,108441746.0
000001.SH,20110104,2852.648,2825.329,2855.396,2810.108,2808.077,44.571,1.5872,110072791.0,145662396.301
