date,000001.SZ,000725.SZ,000768.SZ,000858.SZ,002008.SZ,002304.SZ,002594.SZ,600016.SH,600036.SH,600104.SH,600111.SH,600660.SH,601601.SH,601628.SH,601788.SH
2022-04-25,0,53,0,-100,0,0,70,-100,0,0,100,0,0,-85,-87
2022-04-26,0,48,0,-100,0,0,63,-100,0,0,100,0,0,-100,100
2022-04-27,0,91,100,-100,100,0,40,-100,0,100,100,4,0,-100,-28
2022-04-28,0,-100,100,-57,100,0,0,-100,100,100,22,0,0,-19,-100
2022-04-29,0,1,1,-100,7,0,71,-25,0,0,100,0,0,-100,-91
2022-05-05,0,7,-100,0,-100,0,13,-100,100,0,0,-4,100,-100,-100
2022-05-06,0,3,-66,-23,0,0,0,-100,76,43,100,78,-100,-45,-74
2022-05-09,0,1,-35,7,100,0,0,0,-100,8,100,-30,100,-100,-100
2022-05-10,0,100,4,-100,100,0,30,-100,100,1,100,-48,-64,100,-77
2022-05-11,0,3,-4,-100,6,0,75,-39,-44,-65,0,100,-36,-100,-80
2022-05-12,0,1,1,-12,-44,0,26,-100,0,-100,100,-100,0,-3,-100
2022-05-13,0,5,-1,-100,4,0,64,-100,-100,100,100,0,0,-60,-100
2022-05-16,0,100,100,-100,53,0,13,-100,64,47,100,33,0,-93,20
2022-05-17,0,6,0,-54,1,0,44,-100,-100,-38,100,-33,0,0,100
2022-05-18,0,3,0,0,62,0,0,-100,-96,100,100,0,0,-66,-100
2022-05-19,0,-100,-53,-56,0,0,44,-100,0,-19,-7,0,5,-29,-61
2022-05-20,0,100,-47,-7,100,0,0,-100,0,1,13,0,0,0,-100
2022-05-23,0,29,0,-10,100,0,0,-100,0,-90,100,0,-3,-100,-57
2022-05-24,0,2,0,-100,7,0,42,-100,0,100,100,0,-2,0,-100
2022-05-25,0,30,0,-100,0,0,56,-100,0,0,100,0,0,-100,-100
2022-05-26,0,24,0,-44,0,0,26,-100,0,-91,100,0,0,-40,-100
2022-05-27,0,2,0,0,0,0,0,-100,0,1,44,0,0,0,-100
2022-05-30,0,100,0,-100,100,0,-30,-100,0,-62,100,0,0,-6,32
2022-05-31,0,6,0,-26,5,0,84,-100,0,0,100,0,0,-100,-100
2022-06-01,0,89,0,-98,100,0,42,-100,0,-63,95,0,0,-44,-15
2022-06-02,0,31,0,-94,0,0,49,-100,0,100,100,0,0,-100,-100
2022-06-06,0,7,0,0,7,0,5,-50,0,-100,100,0,0,-100,-100
2022-06-07,0,0,0,0,6,0,4,-62,0,-73,100,0,0,-100,-100
2022-06-08,0,7,0,-100,2,0,39,-100,100,0,100,0,0,-53,-97
2022-06-09,0,1,0,0,0,0,0,-19,-30,0,43,0,100,-100,0
2022-06-10,0,67,0,0,0,0,5,-100,-70,0,0,0,100,-100,100
2022-06-13,0,3,0,-100,0,0,59,-100,0,0,6,0,-75,0,-100
2022-06-14,0,5,0,-64,4,0,39,0,0,0,0,0,-53,-41,-12
2022-06-15,0,100,0,-100,100,0,-3,-100,0,16,100,0,-72,-100,-100
2022-06-16,0,3,0,-76,10,0,95,-100,0,0,100,0,0,-100,-100
2022-06-17,0,2,0,0,2,0,1,-100,0,0,100,0,0,-85,-100
2022-06-20,0,70,0,-68,0,0,39,-100,0,-16,100,0,0,-100,-100
2022-06-21,0,1,0,0,0,0,0,-67,0,0,52,0,0,0,-100
2022-06-22,0,0,0,0,0,0,0,-100,0,1,75,0,0,-61,-30
2022-06-23,0,100,2,41,0,0,-20,-100,0,-1,100,0,0,-71,-100
2022-06-24,0,3,-2,0,0,0,0,-100,0,0,0,82,0,-100,0
2022-06-27,0,1,0,0,0,0,0,-100,0,0,0,77,0,-43,-100
2022-06-28,0,-7,0,0,0,0,0,-100,9,0,100,0,0,-87,-53
2022-06-29,0,0,0,0,-31,0,4,-100,-9,0,100,1,0,-48,-100
2022-06-30,0,6,0,0,0,0,0,-76,0,0,0,28,0,0,-58
2022-07-01,0,7,0,0,6,0,0,-100,0,0,100,-37,0,-10,-100
2022-07-04,0,7,0,0,0,0,0,-100,0,0,69,-49,0,0,-2
2022-07-05,0,5,0,0,9,0,8,-100,0,0,100,-100,0,-12,-100
2022-07-06,0,6,0,-77,9,0,47,-100,0,0,100,-2,0,-100,-61
2022-07-07,0,6,0,0,0,0,0,-100,32,0,100,0,0,-100,-81
2022-07-08,0,3,0,0,0,0,0,-100,37,0,100,0,0,-100,-100
2022-07-11,0,7,0,-79,1,0,50,-100,-69,0,100,0,0,-41,-22
2022-07-12,0,1,0,0,0,0,0,-100,0,0,61,0,0,0,-100
2022-07-13,0,1,0,0,0,0,0,-68,0,23,100,0,0,-62,-100
2022-07-14,0,60,0,-100,-41,0,55,-100,0,-23,100,100,0,-100,-100
2022-07-15,0,-2505,0,-1555,-885,0,-1249,-1638,0,0,-6152,-100,0,-542,-2269
2022-07-18,0,100,100,0,100,0,100,0,0,4,100,0,0,0,0
2022-07-19,0,-48,-100,0,100,0,100,0,0,-4,100,0,0,0,0
2022-07-20,0,100,12,0,100,0,100,0,0,64,100,0,0,49,0
2022-07-21,0,100,81,0,100,0,100,0,44,37,100,0,0,-49,0
2022-07-22,0,88,-93,0,100,0,100,0,-44,65,100,0,0,0,0
2022-07-25,0,100,0,0,100,0,100,0,0,-100,100,0,0,0,0
