account_rewards,date
2099.5755200000713,2022-07-27
-4141.4842499999795,2022-07-28
5577.588589999941,2022-07-29
-2289.9176600000355,2022-08-01
-155.85356000007596,2022-08-02
1765.7807499998016,2022-08-03
-80.3050800000783,2022-08-04
-798.4802199999103,2022-08-05
-1110.565209999797,2022-08-08
-7134.159969999921,2022-08-09
6576.93581000017,2022-08-10
-2034.7742599999765,2022-08-11
1370.2254799999064,2022-08-12
1799.5837000003085,2022-08-15
8833.63089999999,2022-08-16
-2281.323230000213,2022-08-17
-7522.688250000123,2022-08-18
2581.543940000236,2022-08-19
-2273.570080000325,2022-08-22
-11274.115609999979,2022-08-23
1010.2347599999048,2022-08-24
3711.238790000207,2022-08-25
-4434.2914599999785,2022-08-26
-1027.9204700000118,2022-08-29
-11299.174500000081,2022-08-30
-3405.2274000000907,2022-08-31
-3810.170130000217,2022-09-01
-9229.649380000075,2022-09-02
5157.424120000331,2022-09-05
6372.541189999785,2022-09-06
-2968.331709999824,2022-09-07
3674.2446300000884,2022-09-08
6400.75492000021,2022-09-09
-7450.336800000281,2022-09-13
-5322.3986099998,2022-09-14
-7908.859160000109,2022-09-15
4779.458480000147,2022-09-16
5143.130859999801,2022-09-19
-5837.454290000023,2022-09-20
-8141.116880000103,2022-09-21
-1886.8965300000273,2022-09-22
7719.7790800000075,2022-09-23
12845.3851800001,2022-09-26
-11108.805909999995,2022-09-27
-2443.093860000139,2022-09-28
-12007.62517999974,2022-09-29
-20906.2567400001,2022-09-30
2252.2035799998557,2022-10-10
6511.038569999975,2022-10-11
-11067.325079999864,2022-10-12
17965.275269999867,2022-10-13
-5684.627429999877,2022-10-14
11143.929539999925,2022-10-17
-15195.528919999953,2022-10-18
-4382.897630000138,2022-10-19
-1782.0594399998663,2022-10-20
-31239.405900000012,2022-10-21
1548.8229000001447,2022-10-24
2313.3944999999367,2022-10-25
-16224.059579999768,2022-10-26
-22053.350150000188,2022-10-27
823.6765400001314,2022-10-28
