date,000001.SZ,000725.SZ,000768.SZ,000858.SZ,002008.SZ,002304.SZ,002594.SZ,600016.SH,600036.SH,600104.SH,600111.SH,600660.SH,601601.SH,601628.SH,601788.SH
2021-07-13,0,1,7,40,0,-100,0,0,0,0,100,0,0,100,100
2021-07-14,0,-100,100,0,0,-100,22,0,84,0,100,0,3,100,100
2021-07-15,0,-100,11,52,0,-100,-27,0,100,0,100,0,0,100,0
2021-07-16,0,-100,3,29,0,-100,0,0,100,0,100,0,-3,100,100
2021-07-19,0,-100,4,28,0,-100,0,0,100,0,100,0,0,100,100
2021-07-20,0,-100,5,0,0,-100,76,0,-91,0,100,0,0,100,100
2021-07-21,0,-100,7,56,0,-73,-28,0,-45,0,100,0,0,100,100
2021-07-22,0,-100,8,5,0,-49,0,0,0,0,100,0,0,100,100
2021-07-23,0,-100,8,0,0,-100,13,0,100,0,100,0,100,100,100
2021-07-26,0,-100,2,27,0,-100,0,0,100,0,100,0,-52,100,100
2021-07-27,0,-100,1,0,0,-100,27,0,100,0,100,0,-48,100,100
2021-07-28,0,-100,2,0,0,-100,20,0,100,0,100,0,0,100,100
2021-07-29,0,-100,5,17,0,-100,0,0,100,0,100,0,0,100,100
2021-07-30,0,2,5,0,0,-100,9,0,100,0,100,0,0,100,100
2021-08-02,0,0,0,0,0,-78,0,0,87,0,100,0,0,100,100
2021-08-03,0,-100,0,0,0,0,-16,0,0,0,14,0,0,100,100
2021-08-04,0,-18,6,10,0,0,-38,0,0,0,100,0,0,100,100
2021-08-05,0,-92,0,0,0,0,0,0,0,0,0,0,0,0,36
2021-08-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-10,0,0,4,10,0,0,-57,0,100,0,100,0,0,100,100
2021-08-11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2021-08-12,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021-08-16,0,4,0,83,0,0,-100,0,0,0,100,0,0,100,100
2021-08-17,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,1
2021-08-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-24,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-30,0,0,1,3,0,0,-54,0,100,0,100,0,0,100,100
2021-08-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-01,0,0,0,0,0,0,-10,0,0,0,0,0,0,32,100
2021-09-02,0,0,1,-28,0,0,0,0,0,0,14,0,0,100,100
2021-09-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-08,0,4,0,0,0,0,0,0,-44,0,0,0,0,18,100
2021-09-09,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,1
2021-09-10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-13,0,-2,4,47,0,0,-100,0,100,0,100,0,0,100,100
2021-09-14,0,0,0,0,0,0,-8,0,0,0,0,0,0,17,100
2021-09-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-16,0,0,0,0,0,0,-8,0,0,0,0,0,0,12,100
2021-09-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021-09-22,0,0,4,77,0,0,-100,0,0,0,100,0,0,100,100
2021-09-23,0,0,0,0,0,0,-9,0,0,0,0,0,0,21,100
2021-09-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021-09-27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2021-09-28,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
2021-09-29,0,0,1,44,0,0,-100,0,100,0,100,0,0,100,100
2021-09-30,0,0,4,49,0,0,-100,0,100,0,100,0,0,100,100
2021-10-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021-10-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-13,0,0,2,52,0,0,-100,0,100,0,100,0,0,100,100
2021-10-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021-10-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
