account_value,date,daily_return
1153103.74167,2021-10-19,
1164533.4865599996,2021-10-20,0.00991215662299938
1187301.30626,2021-10-21,0.01955102190084368
1202289.01725,2021-10-22,0.012623342458210063
1221867.1827099998,2021-10-25,0.01628407577470936
1229595.4734399999,2021-10-26,0.006324984285820179
1219362.1810699997,2021-10-27,-0.008322487021988456
1194099.8491999998,2021-10-28,-0.02071766064438052
1184883.39663,2021-10-29,-0.007718326550475996
1140890.1013299997,2021-11-01,-0.037128797166982364
1134474.2592299997,2021-11-02,-0.005623540858598619
1121999.23787,2021-11-03,-0.010996301818665177
1157002.94866,2021-11-04,0.03119762439094953
1153191.7265699997,2021-11-05,-0.0032940469982503107
1164287.64565,2021-11-08,0.00962192047024435
1158376.5582299998,2021-11-09,-0.005076999178068364
1137164.6886499997,2021-11-10,-0.018311722064206726
1148581.9318099997,2021-11-11,0.01004009645564552
1138860.1390799996,2021-11-12,-0.008464170000201832
1128723.7688999998,2021-11-15,-0.008900452155774174
1141455.2615199997,2021-11-16,0.01127954683935406
1146444.8096699999,2021-11-17,0.004371216567310654
1134316.4218299997,2021-11-18,-0.01057912926788973
1146898.2578299998,2021-11-19,0.011091998456393526
1171682.20004,2021-11-22,0.02160953863239179
1166813.46556,2021-11-23,-0.004155337069927212
1184953.6005599997,2021-11-24,0.015546730934660191
1175488.2822099996,2021-11-25,-0.007987923194230473
1171058.2758499999,2021-11-26,-0.003768652080198609
1177518.23155,2021-11-29,0.0055163400773639015
1167320.32353,2021-11-30,-0.008660509660709192
1169203.0103499999,2021-12-01,0.0016128279291041103
1177217.6871500001,2021-12-02,0.00685482053078279
1188280.8806899998,2021-12-03,0.009397746619644431
1191650.9470900001,2021-12-06,0.0028360856888005603
1192574.30617,2021-12-07,0.0007748570017542811
1217994.16634,2021-12-08,0.0213151164153762
1242737.7824,2021-12-09,0.020315053014049234
1233334.85169,2021-12-10,-0.007566303079512782
1236777.9020299998,2021-12-13,0.002791659001026403
1227349.76207,2021-12-14,-0.007623147166944677
1212609.9620700001,2021-12-15,-0.012009453584885366
1210337.1520699998,2021-12-16,-0.0018743124921392074
1182786.4020699998,2021-12-17,-0.02276287227313556
1176454.7420700002,2021-12-20,-0.005353172803575168
1175481.4320699999,2021-12-21,-0.0008273246434348236
1177611.20207,2021-12-22,0.0018118278535883547
1193991.48207,2021-12-23,0.01390975219257995
1201343.61207,2021-12-24,0.006157606742096533
1187373.58207,2021-12-27,-0.011628671314053651
1192184.7720700002,2021-12-28,0.004051959781362635
1164978.2020699999,2021-12-29,-0.02282076624142859
1161393.66207,2021-12-30,-0.003076915940255831
1154794.84207,2021-12-31,-0.0056818116160878285
1160478.6420699998,2022-01-04,0.004921913220370389
1150942.7720700002,2022-01-05,-0.008217186990180259
1133398.79207,2022-01-06,-0.01524313843028613
1134475.28207,2022-01-07,0.0009497892599954483
1129307.40207,2022-01-10,-0.004555304184830189
1118098.35207,2022-01-11,-0.009925596856492858
1139100.6120699998,2022-01-12,0.018783911058555036
1118794.50207,2022-01-13,-0.017826441128057313
1105952.2520699997,2022-01-14,-0.011478649543092523
