account_rewards,date
-32360.99946000008,2021-07-13
5954.153300000122,2021-07-14
-15138.853970000055,2021-07-15
8258.820899999933,2021-07-16
7141.71848000004,2021-07-19
25394.417240000097,2021-07-20
9809.30799999996,2021-07-21
-6348.226220000302,2021-07-22
-63235.86679999973,2021-07-23
-54474.77962000016,2021-07-26
4283.993030000245,2021-07-27
38459.076619999716,2021-07-28
-5374.864199999953,2021-07-29
71390.60963000008,2021-07-30
-19112.92816999997,2021-08-02
41567.89968000003,2021-08-03
-29162.413699999917,2021-08-04
6377.578840000089,2021-08-05
-9132.89000000013,2021-08-06
30963.67000000016,2021-08-09
5271.029039999703,2021-08-10
-1685.8873099999037,2021-08-11
-5082.791740000015,2021-08-12
-34590.12528000004,2021-08-13
-33266.949219999835,2021-08-16
19866.85220999969,2021-08-17
-1612.2900000000373,2021-08-18
-34388.54000000004,2021-08-19
20655.89000000013,2021-08-20
20805.474320000038,2021-08-23
8974.074390000198,2021-08-24
-40269.950000000186,2021-08-25
11165.34999999986,2021-08-26
-1696.2899999998044,2021-08-27
4913.292770000175,2021-08-30
-4820.260000000009,2021-08-31
-773.979240000248,2021-09-01
-21505.837860000087,2021-09-02
41908.27000000002,2021-09-03
20836.610000000102,2021-09-06
-19853.915800000075,2021-09-07
12291.231520000147,2021-09-08
15417.953429999761,2021-09-09
-23283.58181999973,2021-09-10
-9469.926569999661,2021-09-13
-31092.983310000272,2021-09-14
-24821.100000000093,2021-09-15
3057.80979999993,2021-09-16
-31707.616369999945,2021-09-17
7077.3585099997,2021-09-22
3876.273720000172,2021-09-23
23620.424170000246,2021-09-24
-9585.463879999937,2021-09-27
-15046.04391000024,2021-09-28
18515.18981999997,2021-09-29
27757.419770000037,2021-09-30
11812.444249999942,2021-10-08
-5364.25,2021-10-11
40185.76000000024,2021-10-12
-5056.630860000383,2021-10-13
3248.0343200003263,2021-10-14
-42658.799999999814,2021-10-15
