account_value,date,daily_return
1000000.0,2021-04-09,
998850.363,2021-04-12,-0.0011496370000000367
998495.8059999999,2021-04-13,-0.00035496508099097657
1001397.3919999998,2021-04-14,0.0029059571232690207
994695.9879999999,2021-04-15,-0.006692052579261976
1002488.2419999999,2021-04-16,0.00783380459356997
1014136.9239999998,2021-04-19,0.011619769202240615
1013652.6529999999,2021-04-20,-0.0004775203313668319
1017229.4409999999,2021-04-21,0.0035286130701814855
1020640.7729999998,2021-04-22,0.0033535521707339644
1034198.7179999999,2021-04-23,0.013283757967211818
1021486.2999999998,2021-04-26,-0.012292045792305917
1030594.0309999997,2021-04-27,0.00891615580159999
1040881.9969999997,2021-04-28,0.009982559272168068
1069074.1659999997,2021-04-29,0.027084884820041788
1056407.9292199998,2021-04-30,-0.011847856007400681
1020199.7292199999,2021-05-06,-0.034274827931984886
1011241.2492199999,2021-05-07,-0.008781104075423762
1003574.7092199998,2021-05-10,-0.007581316531454219
1020411.8592199999,2021-05-11,0.016777176472577926
1028123.4992199998,2021-05-12,0.007557379826901078
1019312.5592199998,2021-05-13,-0.008569923755934461
1048139.6392199999,2021-05-14,0.028280903378703703
1075177.7292199999,2021-05-17,0.025796267012781815
1074641.81922,2021-05-18,-0.0004984385236370681
1090103.0192199997,2021-05-19,0.0143873053546546
1099791.82922,2021-05-20,0.008887976484032611
1101953.1492199998,2021-05-21,0.0019652082717624975
1126258.06922,2021-05-24,0.022056219011855394
1171187.31922,2021-05-25,0.03989249997659616
1167687.29922,2021-05-26,-0.002988437410960887
1177106.9092199998,2021-05-27,0.008066894284362025
1181726.3192199997,2021-05-28,0.003924375911667166
1176043.53922,2021-05-31,-0.004808879947559075
1211172.25922,2021-06-01,0.029870254653410866
1186905.6692199998,2021-06-02,-0.020035622361122996
1187972.9992199999,2021-06-03,0.000899254277470396
1206867.7392199999,2021-06-04,0.01590502478794198
1206398.9892199999,2021-06-07,-0.00038840212955149056
1182786.8992199998,2021-06-08,-0.019572372167906527
1192011.6792199998,2021-06-09,0.007799190205846296
1225829.9992199999,2021-06-10,0.02837079584835056
1206318.61922,2021-06-11,-0.01591687265967956
1196757.58922,2021-06-15,-0.007925791617294342
1157698.8392199997,2021-06-16,-0.032637144190125644
1190170.4792199999,2021-06-17,0.02804843444593752
1196751.3992199998,2021-06-18,0.005529392733982785
1194880.83922,2021-06-21,-0.001563031387487035
1201897.31922,2021-06-22,0.0058721169255506744
1189029.9792199999,2021-06-23,-0.010705856310879058
1206214.9492199998,2021-06-24,0.01445293247464896
1233842.7492199999,2021-06-25,0.02290454119961427
1255212.9292199998,2021-06-28,0.0173200191138696
1228441.14922,2021-06-29,-0.02132847692752493
1226790.9792199999,2021-06-30,-0.0013433040736611224
1206184.7092199998,2021-07-01,-0.016796887447853237
1180523.02922,2021-07-02,-0.021275083164165265
1190719.57922,2021-07-05,0.008637315619956398
1199497.6192199998,2021-07-06,0.0073720464105830885
1211811.1692199998,2021-07-07,0.0102655893623258
1178262.5192199997,2021-07-08,-0.027684717596384467
1154805.1892199998,2021-07-09,-0.01990840718206699
1198983.53922,2021-07-12,0.03825610623540743
