date,000069.SZ,002007.SZ,002241.SZ,600031.SH,600085.SH,600519.SH,600585.SH,601186.SH,601225.SH,601318.SH,601328.SH,601398.SH,601668.SH,601800.SH,601888.SH
2021-04-09,100,100,100,100,0,0,100,0,0,0,0,100,100,100,100
2021-04-12,100,100,100,100,0,0,100,0,0,0,0,100,100,100,100
2021-04-13,100,100,100,100,0,0,100,0,0,0,0,100,100,100,100
2021-04-14,100,100,100,100,0,0,100,0,0,0,0,100,100,100,100
2021-04-15,100,100,100,100,0,0,100,0,0,0,0,100,100,100,100
2021-04-16,100,100,100,100,0,0,100,0,0,0,0,100,100,100,100
2021-04-19,100,100,100,100,0,0,100,0,0,0,0,100,100,100,100
2021-04-20,100,100,100,100,0,0,100,0,0,0,0,100,100,100,100
2021-04-21,100,100,100,100,0,0,100,0,0,0,0,100,100,100,100
2021-04-22,100,100,100,100,0,0,100,0,0,0,0,100,100,100,100
2021-04-23,100,100,100,100,0,0,100,0,0,0,0,100,100,100,100
2021-04-26,100,100,100,100,0,0,100,0,0,0,0,100,100,100,100
2021-04-27,100,100,100,100,0,0,100,0,0,0,0,100,100,100,100
2021-04-28,100,100,100,100,0,0,100,0,0,0,0,100,100,100,100
2021-04-29,100,100,100,100,0,0,100,0,0,0,0,100,100,100,100
2021-04-30,100,100,100,100,0,0,100,0,0,0,0,100,100,100,100
2021-05-06,100,100,100,100,0,0,100,0,0,0,0,100,100,100,100
2021-05-07,100,100,100,100,0,0,100,0,0,0,0,100,100,100,100
2021-05-10,100,100,100,100,0,0,100,0,0,0,0,100,100,100,100
2021-05-11,100,100,100,100,0,0,100,0,0,0,0,100,100,100,100
2021-05-12,1,0,0,43,0,0,100,0,0,0,0,100,100,100,100
2021-05-13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2021-05-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
