last_state
0.0792800012028092
4.2
17.73
21.68
13.5
48.75
1350.0
24.28
6.87
19.86
36.15
4.45
4.15
4.75
6.69
160.36
0.0
0.0
205.0
0.0
0.0
352.0
0.0
78.0
457.0
18.0
0.0
0.0
303.0
284.0
0.0
-0.2013430429980989
0.096147920371596
-1.9372665584032165
-0.250460207198488
1.5500971810257127
-121.49423830429237
-1.1700914418567905
-0.0578315181882267
-0.559090987321035
-1.543274470244384
-0.0341144550319576
-0.0334021792065559
-0.0742360520745171
-0.2012134977190109
-6.634724118974077
5.041488387943913
20.956885144756058
28.619858097363547
15.184495128957549
55.73441591690728
2014.5156238922032
30.08575739427017
7.200093909466374
23.480533543575536
44.33082162780002
4.678251578310686
4.439563057459005
5.348249687301173
7.396013844065011
206.20457771417168
4.258511612056088
17.005114855243946
21.979141902636457
13.466504871042453
42.38758408309272
1303.8223761077966
25.236242605729828
6.883906090533626
20.01446645642447
36.01817837219998
4.467748421689313
4.216436942540995
4.811750312698827
6.820986155934992
157.71642228582832
31.05856176300783
43.20182394347883
31.35249684646513
38.30314988735329
51.10272986089049
22.770514375314164
29.964889923687977
40.69213491910709
43.04737290535336
30.073774454248607
35.29006002206201
32.529533092519586
40.68551016403887
34.633520742919174
38.425179857446864
-174.19514305135013
-61.17647058823484
-145.1088907764654
-141.87238555352573
14.670799145555014
-182.925318911778
-231.23984322722492
-125.3977607542717
-144.72372148973557
-194.31177979593025
-270.2127659574464
-409.3697713329564
-239.7859922178989
-143.64203336138183
-189.13347040649157
59.95335493382065
19.90271084563701
58.239861913209054
41.08164883980096
10.944005193175965
78.06615861189886
58.37992732584682
11.069143332043016
16.97929014492014
65.9026415342718
68.73745481787314
65.32468378370841
36.43917529644408
39.96848625244621
42.73474339990855
4.815666666666667
18.82433333333333
27.119000000000003
14.630333333333336
47.537666666666674
1726.2086666666664
28.504
7.124333333333334
22.299333333333333
41.351
4.593666666666667
4.343666666666667
5.123
7.328
184.611
5.101666666666668
19.347666666666665
30.497833333333336
15.378000000000002
47.49666666666667
1805.798
30.121666666666663
7.228333333333333
22.01033333333333
41.74133333333334
4.587833333333334
4.3455
5.065333333333333
7.636500000000001
188.676
