account_value,date,daily_return
696179.9100100013,2022-07-27,
688898.2125800012,2022-07-28,-0.010459505259057922
688666.8617100012,2022-07-29,-0.0003358273628458752
686202.9074400013,2022-08-01,-0.003577860946992306
682090.6441200011,2022-08-02,-0.005992780379409424
683667.6641200011,2022-08-03,0.002312038749680667
694657.1692800012,2022-08-04,0.016074338069133942
697567.7192800012,2022-08-05,0.004189908531451181
693734.6392800013,2022-08-08,-0.005494921703023015
693266.4392800014,2022-08-09,-0.0006748978261857941
681012.2792800011,2022-08-10,-0.017675974640755765
692639.3592800014,2022-08-11,0.01707323106169678
700595.9492800012,2022-08-12,0.01148734892610026
697698.3792800014,2022-08-15,-0.0041358646206528515
696982.6192800011,2022-08-16,-0.0010258874339638124
697356.269280001,2022-08-17,0.0005360965821299413
689312.4592800011,2022-08-18,-0.0115347209946286
689196.2692800013,2022-08-19,-0.00016855926283587674
689353.1092800013,2022-08-22,0.00022756942686852355
680994.3492800011,2022-08-23,-0.012125512872104838
674936.5492800012,2022-08-24,-0.008895521682969476
686624.0392800013,2022-08-25,0.01731642776268072
690532.5292800013,2022-08-26,0.0056923291006507615
684061.2292800013,2022-08-29,-0.009371462929845586
680070.6892800011,2022-08-30,-0.005833600603560529
699169.9192800013,2022-08-31,0.02808418345484176
684550.1792800011,2022-09-01,-0.02091013871857572
682454.6092800011,2022-09-02,-0.003061236507459597
669023.3292800013,2022-09-05,-0.019680840040292136
672854.7592800012,2022-09-06,0.005726900441757721
663398.2192800014,2022-09-07,-0.014054355519635409
662116.2992800011,2022-09-08,-0.0019323536945751174
672832.7992800012,2022-09-09,0.016185223066783605
684657.9692800012,2022-09-13,0.01757519849307898
680957.3292800012,2022-09-14,-0.005405093004163364
684911.7292800013,2022-09-15,0.0058071186401373875
676397.4692800011,2022-09-16,-0.012431178553403588
681040.7692800012,2022-09-19,0.006864750698938327
682953.1392800012,2022-09-20,0.0028080110417203485
672106.1992800011,2022-09-21,-0.015882407410024335
662757.8992800013,2022-09-22,-0.013908962616345777
667055.3992800013,2022-09-23,0.006484268244359992
676775.949280001,2022-09-26,0.014572327891344106
685743.0992800014,2022-09-27,0.01324980595061076
683487.7392800014,2022-09-28,-0.003288928466605112
682766.4992800013,2022-09-29,-0.0010552347299745968
679830.2592800012,2022-09-30,-0.004300503910336095
649265.4792800013,2022-10-10,-0.044959428596736295
646813.3192800012,2022-10-11,-0.0037768217751532607
639971.4692800014,2022-10-12,-0.010577781557769783
618308.6492800011,2022-10-13,-0.03384966524268962
631992.5592800012,2022-10-14,0.02213119615249526
625141.0192800013,2022-10-17,-0.010841171940070837
620548.0592800011,2022-10-18,-0.007347078272499363
600090.4892800013,2022-10-19,-0.03296693897284275
598420.2492800014,2022-10-20,-0.0027833135665986664
591606.0592800011,2022-10-21,-0.011386964275020617
547821.4892800011,2022-10-24,-0.07400967132298619
540012.6692800012,2022-10-25,-0.014254314868631823
534440.9092800013,2022-10-26,-0.010317832000920846
512521.2192800013,2022-10-27,-0.041014244267958855
497633.35928000126,2022-10-28,-0.029048280227138235
493246.2692800013,2022-10-31,-0.008815908174539255
